name,URL,stars,type,rating,pitches,Length,latitude,longitude,id,location,grade,safety,Unnamed: 0
[Redacted],https://www.mountainproject.com/route/105997341/redacted,1.0,Trad,5.4,1,30,34.0071,-116.0538,105997341,"['Graceland', 'Split Rocks', 'Joshua Tree National Park', 'California']",4,S,
Zukertort,https://www.mountainproject.com/route/107872802/zukertort,1.0,Trad,5.4,1,40,34.05165,-116.20082,107872802,"['Vagmarken Hill - North Face', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",4,S,
Self-Driving Car,https://www.mountainproject.com/route/116240429/self-driving-car,1.0,Trad,5.4,1,110,34.0372,-116.14386,116240429,"['Foolproof Tower', 'West Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Montague Jetson,https://www.mountainproject.com/route/116227179/montague-jetson,1.0,Trad,5.4,1,120,34.0437,-116.14234,116227179,"['Pea Brain', 'East Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Obvious var.,https://www.mountainproject.com/route/117558249/obvious-var,1.0,TR,5.4,1,30,34.1043,-116.32322,117558249,"['First Face', 'Nancy Karl Trail', 'Joshua Tree National Park', 'California']",4,S,
Person Sitting in Darkness,https://www.mountainproject.com/route/106320353/person-sitting-in-darkness,0.8,Trad,5.4,1,200,34.07225,-116.1721,106320353,"['Asian Friends Buttress', 'West Mongolia', 'Outer Mongolia', 'The Middle Kingdom', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Right Crack,https://www.mountainproject.com/route/107634925/right-crack,1.0,TR,5.4,1,20,34.03281,-116.18702,107634925,"[""Brian's Crag"", 'Lost Horse Area', 'Joshua Tree National Park', 'California']",4,S,
Hammer and Anvil,https://www.mountainproject.com/route/107947100/hammer-and-anvil,1.0,Trad,5.4,1,30,33.95922,-116.01677,107947100,"['Pyramid Tower and The Stirrup', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",4,S,
The Pointy Haired Boss,https://www.mountainproject.com/route/110890362/the-pointy-haired-boss,1.0,Trad,5.4 X,1,,34.01731,-116.14415,110890362,"['Dilbert Dome', 'Comic Book Area', 'Joshua Tree National Park', 'California']",4,X,
False Pahrump,https://www.mountainproject.com/route/106075066/false-pahrump,1.0,Trad,5.4,1,40,34.0519,-116.18153,106075066,"['Mustang Ranch', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Outhouse Flake,https://www.mountainproject.com/route/105839949/outhouse-flake,1.0,Trad,5.4 R,1,60,34.01987,-116.16352,105839949,"['Outhouse Rock - West Face', 'Outhouse Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",4,R,
Previously Unreported Route,https://www.mountainproject.com/route/110094258/previously-unreported-route,1.0,Trad,5.4,1,,34.03187,-116.14073,110094258,"['Ash Gordon Rock', 'South Wonderland Approach', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Carry the Water,https://www.mountainproject.com/route/106044270/carry-the-water,1.0,Trad,5.4,1,,34.05165,-116.20082,106044270,"['Vagmarken Hill - Chores Of Yore Crag', 'Vagmarken Hill', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",4,S,
Right Face,https://www.mountainproject.com/route/105920586/right-face,1.0,TR,5.4,1,,33.9571,-116.1205,105920586,"['South Side Slab', 'Darwin Dome', 'The Galapagos', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",4,S,
Far Left Face,https://www.mountainproject.com/route/105920815/far-left-face,1.0,TR,5.4,1,,33.9571,-116.1205,105920815,"['South Side Slab', 'Darwin Dome', 'The Galapagos', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",4,S,
Big Facet,https://www.mountainproject.com/route/106709577/big-facet,1.0,Trad,5.4 PG13,1,30,33.94905,-116.0734,106709577,"['The Diamond', 'Diamond Clump', 'Virgin Islands Area', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",4,PG13,
Pokie's Big Chance,https://www.mountainproject.com/route/107135515/pokies-big-chance,1.0,Trad,5.4,1,40,34.04967,-116.14612,107135515,"['Gumby Dome', 'Central Wonderland', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Raker Mobile,https://www.mountainproject.com/route/106655679/raker-mobile,1.0,Trad,5.4,1,15,33.9941,-116.1406,106655679,"['Dire Straits Rock', 'Saddle Rocks Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",4,S,
The Key Hole,https://www.mountainproject.com/route/105723367/the-key-hole,0.7,Trad,5.4,1,70,34.05296,-116.17629,105723367,"[""Key's Point"", 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Tabby Tree,https://www.mountainproject.com/route/111875352/tabby-tree,0.5,Trad,5.4,1,50,34.02158,-116.17704,111875352,"['Dairy Queen Wall - Left Side', 'Dairy Queen Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",4,S,
Muff Divers,https://www.mountainproject.com/route/106056059/muff-divers,0.5,Trad,5.4,1,30,34.0519,-116.18153,106056059,"['Mustang Ranch', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",4,S,
Custer Was Here,https://www.mountainproject.com/route/110108913/custer-was-here,0.5,Trad,5.4,1,35,34.01859,-116.14872,110108913,"['North Dakota Dome', 'The Dakota Domes', 'Comic Book Area', 'Joshua Tree National Park', 'California']",4,S,
Fissure of Men,https://www.mountainproject.com/route/105816614/fissure-of-men,0.3,Trad,5.4 R,1,45,34.02185,-116.16586,105816614,"['Wall of Biblical Fallacies', 'The Outback', 'Joshua Tree National Park', 'California']",4,R,
Fistful of Bush,https://www.mountainproject.com/route/105724123/fistful-of-bush,0.0,Trad,5.4,1,40,34.02373,-116.16559,105724123,"['Anthrax Rock', 'The Outback', 'Joshua Tree National Park', 'California']",4,S,
Sepulcher Explorers,https://www.mountainproject.com/route/108014132/sepulcher-explorers,0.0,Trad,5.4,1,60,33.99824,-116.15358,108014132,"['The Crypt', 'Planet X Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",4,S,
The Mummy's Curse,https://www.mountainproject.com/route/107908687/the-mummys-curse,0.0,Trad,5.4,1,55,33.99824,-116.15358,107908687,"['The Crypt', 'Planet X Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",4,S,
SW Corner,https://www.mountainproject.com/route/105721747/sw-corner,3.3,Sport,5.6,1,50,33.98439,-116.15238,105721747,"['Headstone Rock', 'Ryan Campground', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",6,S,
Right On,https://www.mountainproject.com/route/105721810/right-on,3.1,Trad,5.6 PG13,4,350,33.99446,-116.14002,105721810,"['Saddle Rocks - Skirt  (West Face)', 'Saddle Rocks - Skirt', 'Saddle Rocks', 'Saddle Rocks Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",6,PG13,
Fote Hog,https://www.mountainproject.com/route/105725077/fote-hog,2.8,Trad,5.6,2,130,34.01344,-116.1712,105725077,"['The Sentinel - East Face', 'The Sentinel', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",6,S,
Gargoyle,https://www.mountainproject.com/route/105725785/gargoyle,2.6,Trad,5.6,1,60,33.95941,-116.01935,105725785,"['Zippy Rock', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",6,S,
Double Dip,https://www.mountainproject.com/route/105722218/double-dip,2.6,Trad,5.6,1,130,34.02513,-116.15617,105722218,"['Echo Rock - West Face', 'Echo Rock', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",6,S,
Diagnostics,https://www.mountainproject.com/route/105721963/diagnostics,2.6,Trad,5.6,1,50,34.0017,-116.0203,105721963,"['Castle Rock - North Side', 'Castle Rock', 'Belle Campground', 'Belle Campground Area', 'Joshua Tree National Park', 'California']",6,S,
Who's First,https://www.mountainproject.com/route/105721708/whos-first,2.5,Trad,5.6 R,1,50,34.09453,-116.15627,105721708,"['Pixie Rock', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,R,
Mike's Books,https://www.mountainproject.com/route/105722224/mikes-books,2.4,Trad,5.6,2,180,34.0148,-116.163,105722224,"['Intersection Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",6,S,
Tranquility,https://www.mountainproject.com/route/105721741/tranquility,2.3,Trad,5.6,2,120,34.0949,-116.1649,105721741,"['Moosedog Tower', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Solar Technology,https://www.mountainproject.com/route/105722407/solar-technology,2.1,Trad,5.6,1,50,34.01886,-116.18016,105722407,"['Atlantis Wall - Right', 'Atlantis Wall', 'Atlantis Area', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Duchess,https://www.mountainproject.com/route/105721726/duchess,2.0,Trad,5.6,1,40,34.09302,-116.15404,105721726,"['Feudal Wall (Left Side)', 'Feudal Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Karpkwitz,https://www.mountainproject.com/route/105723796/karpkwitz,1.9,Trad,5.6,1,30,34.04025,-116.19743,105723796,"['Trashcan Rock - West Face', 'Trashcan Rock', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",6,S,
Ain't Nothing but a J-Tree Thing,https://www.mountainproject.com/route/105722671/aint-nothing-but-a-j-tree-thing,1.9,Trad,5.6,1,40,34.01437,-116.17276,105722671,"['The Thin Wall', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",6,S,
Willit Slab,https://www.mountainproject.com/route/105722338/willit-slab,2.1,Sport,5.6,1,50,34.09365,-116.15436,105722338,"['Indian Palisades Corridor', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Serpent Scales,https://www.mountainproject.com/route/105722323/serpent-scales,2.2,Sport,5.6,1,80,34.09365,-116.15436,105722323,"['Indian Palisades Corridor', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
SOB,https://www.mountainproject.com/route/105725509/sob,1.5,Trad,5.6,1,30,34.09258,-116.15315,105725509,"['Short Wall - Right Side', 'Short Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
New Toy,https://www.mountainproject.com/route/105787765/new-toy,1.9,Trad,5.6,1,50,33.96047,-116.02047,105787765,"['Stirrup Rock - North Face', 'Stirrup Rock', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",6,S,
Poodlesby,https://www.mountainproject.com/route/106170736/poodlesby,2.0,Trad,5.6,1,100,34.02386,-116.17782,106170736,"['Hemingway Buttress (East Face Left)', 'Hemingway Buttress', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Eff Four,https://www.mountainproject.com/route/105721675/eff-four,1.7,Trad,5.6,1,120,34.02513,-116.15617,105721675,"['Echo Rock - West Face', 'Echo Rock', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",6,S,
Curtain Call,https://www.mountainproject.com/route/105725887/curtain-call,1.9,Trad,5.6,1,90,34.02195,-116.17567,105725887,"['Playhouse Rock', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Stemski,https://www.mountainproject.com/route/105793844/stemski,2.4,Trad,5.6,1,70,33.99917,-116.05184,105793844,"['The Whispering Wall', 'Live Oak Picnic Area', 'Joshua Tree National Park', 'California']",6,S,
Jaws,https://www.mountainproject.com/route/105722101/jaws,2.6,Trad,5.6 R,1,80,33.99983,-116.14687,105722101,"['East Wall Inner (Exorcist Area)', 'Hall of Horrors', 'Hall of Horrors Area', 'Sheep Pass Area', 'Joshua Tree National Park', 'California']",6,R,
West Chimney,https://www.mountainproject.com/route/105839323/west-chimney,2.0,Trad,5.6,1,150,34.0148,-116.163,105839323,"['Intersection Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",6,S,
Final Act,https://www.mountainproject.com/route/105725884/final-act,1.7,Trad,5.6,1,70,34.02195,-116.17567,105725884,"['Playhouse Rock', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Tulip,https://www.mountainproject.com/route/105807141/tulip,1.6,Trad,5.6 R,1,40,34.04025,-116.19743,105807141,"['Trashcan Rock - West Face', 'Trashcan Rock', 'Quail Springs Area', 'Joshua Tree National Park', 'California']",6,R,
Marmac's Crack,https://www.mountainproject.com/route/106063798/marmacs-crack,2.1,Trad,5.6,1,50,34.01984,-116.17534,106063798,"['The Cathouse', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Crack    2,https://www.mountainproject.com/route/105823912/crack-2,1.9,Trad,5.6,1,30,34.00448,-116.05887,1058239122,"['Isles Corridor - Left Side', 'Isles Corridor', 'Isles in the Sky', 'Split Rocks', 'Joshua Tree National Park', 'California']",6,S,
Sokolove,https://www.mountainproject.com/route/106627400/sokolove,1.6,Sport,5.6,1,60,34.09514,-116.1586,106627400,"['Campfire Crag - South Face', 'Campfire Crag Area', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
The Playwright,https://www.mountainproject.com/route/106021934/the-playwright,1.7,Trad,5.6,1,90,34.02195,-116.17567,106021934,"['Playhouse Rock', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Dilly Bar,https://www.mountainproject.com/route/106101363/dilly-bar,1.8,Trad,5.6,1,60,34.02191,-116.17735,106101363,"['Dairy Queen Wall - Right Side', 'Dairy Queen Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Ranger J.D.,https://www.mountainproject.com/route/105725899/ranger-jd,1.7,Trad,5.6,1,50,34.01401,-116.1691,105725899,"['Sports Challenge Rock - West Face', 'Sports Challenge Rock', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",6,S,
Picnic,https://www.mountainproject.com/route/105724981/picnic,1.6,Trad,5.6,1,60,34.09514,-116.1586,105724981,"['Campfire Crag - South Face', 'Campfire Crag Area', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Circe,https://www.mountainproject.com/route/105840037/circe,2.4,Trad,5.6,1,80,34.01496,-116.15944,105840037,"['Cyclops Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",6,S,
Gotcha Bush,https://www.mountainproject.com/route/105857208/gotcha-bush,1.8,Trad,5.6,1,30,34.09258,-116.15315,105857208,"['Short Wall - Right Side', 'Short Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Damn Jam,https://www.mountainproject.com/route/105722035/damn-jam,2.2,Trad,5.6,1,95,34.0181,-116.16141,105722035,"['The Wall - Right Side', 'The Wall', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",6,S,
Dr. Suess Vogel,https://www.mountainproject.com/route/105797048/dr-suess-vogel,1.2,Trad,5.6,2,150,34.01032,-116.18083,105797048,"['Mount Grossvogel', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",6,S,
Date Shake,https://www.mountainproject.com/route/105722296/date-shake,1.4,Trad,5.6,1,30,34.02191,-116.17735,105722296,"['Dairy Queen Wall - Right Side', 'Dairy Queen Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
H & R Block,https://www.mountainproject.com/route/105725314/h-r-block,1.9,Sport,5.6,1,40,34.02271,-116.17773,105725314,"['IRS Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Duchess Left,https://www.mountainproject.com/route/105721732/duchess-left,1.4,Trad,5.6,1,40,34.09302,-116.15404,105721732,"['Feudal Wall (Left Side)', 'Feudal Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Mr. Maxle,https://www.mountainproject.com/route/111588275/mr-maxle,1.9,Sport,5.6,1,80,33.95941,-116.01935,111588275,"['Zippy Rock', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",6,S,
Plain But Good Hearted,https://www.mountainproject.com/route/105721690/plain-but-good-hearted,1.9,Trad,5.6 PG13,1,80,34.0924,-116.1569,105721690,"[""King Otto's Castle"", 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,PG13,
Unwiped Butt,https://www.mountainproject.com/route/106078079/unwiped-butt,1.6,Trad,5.6,1,50,34.01886,-116.18016,106078079,"['Atlantis Wall - Right', 'Atlantis Wall', 'Atlantis Area', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Linda's Crack,https://www.mountainproject.com/route/105893242/lindas-crack,1.6,Trad,5.6,1,35,34.09258,-116.15315,105893242,"['Short Wall - Right Side', 'Short Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Keystone Crack,https://www.mountainproject.com/route/106036056/keystone-crack,1.7,Trad,5.6,1,,34.0307,-116.146,106036056,"['Keystone Block', 'Barker Dam Area', 'Joshua Tree National Park', 'California']",6,S,
Military Haircut,https://www.mountainproject.com/route/108193015/military-haircut,2.4,Sport,5.6,1,35,34.07095,-116.04,108193015,"[""The Elf's Hat"", 'Magic Mountain Area', 'OZ Area', 'Joshua Tree National Park', 'California']",6,S,
Yi,https://www.mountainproject.com/route/106944749/yi,1.9,Trad,5.6,1,50,34.0215,-116.1777,106944749,"['Rock Garden Valley - Left Side', 'Rock Garden Valley', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Little Brown Jug,https://www.mountainproject.com/route/106063792/little-brown-jug,1.3,Trad,5.6,1,50,34.01984,-116.17534,106063792,"['The Cathouse', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Emoji,https://www.mountainproject.com/route/118264341/emoji,2.8,Trad,5.6,1,110,34.05425,-116.17459,118264341,"['Hidden Dome', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,S,
Split,https://www.mountainproject.com/route/107134459/split,2.0,Trad,5.6,1,80,34.01456,-116.16825,107134459,"['Hidden Tower', 'Real Hidden Valley', 'Joshua Tree National Park', 'California']",6,S,
"Look Mom, No Hands",https://www.mountainproject.com/route/105724738/look-mom-no-hands,1.6,Trad,5.6,1,60,34.0527,-116.17472,105724738,"['Outward Bound Slab', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,S,
Elusive Butterfly,https://www.mountainproject.com/route/105724354/elusive-butterfly,2.2,Trad,5.6 R,1,70,34.02621,-116.16454,105724354,"['Dutzi Rock', 'The Outback', 'Joshua Tree National Park', 'California']",6,R,
Irish Toothache,https://www.mountainproject.com/route/106695026/irish-toothache,1.9,Sport,5.6,1,40,34.06957,-116.16993,106695026,"['Siberia', 'Outer Mongolia', 'The Middle Kingdom', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,S,
Student Unrest,https://www.mountainproject.com/route/112381117/student-unrest,2.7,Trad,5.6,1,55,34.02129,-116.16597,112381117,"['Patagonia Pile - West Face', 'Patagonia Pile', 'The Outback', 'Joshua Tree National Park', 'California']",6,S,
Penelope's Walk,https://www.mountainproject.com/route/106107651/penelopes-walk,1.3,Trad,5.6,1,90,34.01496,-116.15944,106107651,"['Cyclops Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",6,S,
Last Angry Arab,https://www.mountainproject.com/route/105722365/last-angry-arab,1.8,Trad,5.6,1,170,34.04047,-116.13981,105722365,"['Nomad Dome', 'East Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,S,
Live at Leeds,https://www.mountainproject.com/route/116556972/live-at-leeds,2.5,Sport,5.6,1,55,34.00249,-116.05927,116556972,"['Cunning Rock, Northwest Face', 'Jumbo Rock Area', 'Joshua Tree National Park', 'California']",6,S,
Handicapped Zone,https://www.mountainproject.com/route/107185369/handicapped-zone,2.2,Trad,5.6,1,60,34.04045,-116.17781,107185369,"['Reggie Dome', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,S,
Lucy,https://www.mountainproject.com/route/113437835/lucy,2.4,Sport,5.6,1,50,34.09669,-116.16054,113437835,"['Hodgepodge Rock - West Face', 'Hodgepodge Rock', 'Group Campsite  8', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Stirrup-Notch Route,https://www.mountainproject.com/route/105857022/stirrup-notch-route,2.1,Trad,5.6,2,120,33.95922,-116.01677,105857022,"['Pyramid Tower and The Stirrup', 'Stirrup Tank', 'Joshua Tree National Park', 'California']",6,S,
Underpass,https://www.mountainproject.com/route/111558082/underpass,2.1,Trad,5.6,1,70,34.0148,-116.163,111558082,"['Intersection Rock', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",6,S,
Moment's Notice,https://www.mountainproject.com/route/108017074/moments-notice,2.4,Trad,5.6 R,1,70,34.02465,-116.15513,108017074,"['Echo Rock - South Face', 'Echo Rock', 'Echo Rock Area', 'Joshua Tree National Park', 'California']",6,R,
Cotton Mouth,https://www.mountainproject.com/route/106394491/cotton-mouth,2.3,Trad,5.6 X,1,50,34.09365,-116.15436,106394491,"['Indian Palisades Corridor', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,X,
Nothing to Fear,https://www.mountainproject.com/route/105917493/nothing-to-fear,1.8,Trad,5.6,1,50,33.96615,-116.08673,105917493,"['Lava Dome', 'Towers of Uncertainty', 'Geology Tour Road', 'Joshua Tree National Park', 'California']",6,S,
Yucca Bowl,https://www.mountainproject.com/route/105722776/yucca-bowl,1.3,Trad,5.6,1,50,34.0015,-116.0204,105722776,"['Castle Rock - South Side', 'Castle Rock', 'Belle Campground', 'Belle Campground Area', 'Joshua Tree National Park', 'California']",6,S,
Snake Oil,https://www.mountainproject.com/route/108005656/snake-oil,1.6,Trad,5.6,1,80,34.02158,-116.17704,108005656,"['Dairy Queen Wall - Left Side', 'Dairy Queen Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Sidestep,https://www.mountainproject.com/route/106663343/sidestep,1.5,Trad,5.6,1,65,34.01984,-116.17534,106663343,"['The Cathouse', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Linda's Face,https://www.mountainproject.com/route/105857205/lindas-face,1.5,Trad,5.6 PG13,1,30,34.09258,-116.15315,105857205,"['Short Wall - Right Side', 'Short Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,PG13,
Monkey Toes  (aka Wet Your Whistle),https://www.mountainproject.com/route/111083335/monkey-toes-aka-wet-your-whistle,2.0,Sport,5.6,1,40,34.09627,-116.15662,111083335,"[""Jaime's Rock"", 'Group Campsite  1', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Powder Puff Keg Stand,https://www.mountainproject.com/route/118358904/powder-puff-keg-stand,2.3,Trad,5.6,1,60,34.0047,-116.05874,118358904,"['Isles in the Sky (Northeast Face)', 'Isles in the Sky', 'Split Rocks', 'Joshua Tree National Park', 'California']",6,S,
Forty-Nine Rainbows,https://www.mountainproject.com/route/111932675/forty-nine-rainbows,2.2,Sport,5.6,1,50,34.0949,-116.1649,111932675,"['Moosedog Tower', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Baba Louie,https://www.mountainproject.com/route/106296480/baba-louie,1.7,Trad,5.6,1,60,34.01998,-116.18453,106296480,"['Super Heros Wall', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Onatopp,https://www.mountainproject.com/route/106042499/onatopp,2.3,Sport,5.6,1,45,34.09365,-116.05044,106042499,"['GoldenEye Spire', 'The Safe Zone', 'Indian Head Area', 'Joshua Tree National Park', 'California']",6,S,
Perfidious,https://www.mountainproject.com/route/105724141/perfidious,2.3,"Trad, Aid",5.6 C2+ R,1,60,34.01838,-116.16406,105724141,"['The Blob - East Face', 'The Blob', 'Hidden Valley Campground', 'Joshua Tree National Park', 'California']",6,R,
Final Furious Farsi,https://www.mountainproject.com/route/105722371/final-furious-farsi,1.7,Sport,5.6,1,80,34.04047,-116.13981,105722371,"['Nomad Dome', 'East Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,S,
White Collar Crime,https://www.mountainproject.com/route/105723577/white-collar-crime,1.5,Trad,5.6,1,40,34.0115,-116.14631,105723577,"['Watergate Rock', 'Watergate Rock Area', 'Comic Book Area', 'Joshua Tree National Park', 'California']",6,S,
Speed Bump,https://www.mountainproject.com/route/107394875/speed-bump,1.3,Sport,5.6,1,85,34.04045,-116.17781,107394875,"['Reggie Dome', 'North Wonderland Approach', 'Wonderland North', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,S,
Short Flake,https://www.mountainproject.com/route/105722917/short-flake,1.3,"Trad, TR",5.6,1,40,33.99962,-116.01878,105722917,"['Rock  1', 'Short Cake Rocks', 'Belle Campground', 'Belle Campground Area', 'Joshua Tree National Park', 'California']",6,S,
Dylan's Offwidth,https://www.mountainproject.com/route/105812592/dylans-offwidth,1.8,Trad,5.6,1,50,34.02607,-116.17785,105812592,"['Mindless Mound', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Jumping Cholla,https://www.mountainproject.com/route/105724291/jumping-cholla,1.6,Trad,5.6,1,50,34.09405,-116.1683,105724291,"['Nature Trail Wall', 'Indian Cove Campground', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Tumbleweed,https://www.mountainproject.com/route/105976339/tumbleweed,1.3,Trad,5.6,1,50,34.09669,-116.16054,105976339,"['Hodgepodge Rock - West Face', 'Hodgepodge Rock', 'Group Campsite  8', 'Group Campsites Road', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Chute the Moon,https://www.mountainproject.com/route/106614172/chute-the-moon,1.8,Sport,5.6,1,30,34.088,-116.1535,106614172,"['Split Boulder', 'Canyon Entrance Routes', 'Johnson Canyon', 'Indian Cove', 'Joshua Tree National Park', 'California']",6,S,
Self Abuse,https://www.mountainproject.com/route/105844749/self-abuse,1.6,Trad,5.6,1,60,34.01886,-116.18016,105844749,"['Atlantis Wall - Right', 'Atlantis Wall', 'Atlantis Area', 'Lost Horse Area', 'Joshua Tree National Park', 'California']",6,S,
Cake Walk,https://www.mountainproject.com/route/105835399/cake-walk,1.7,Trad,5.6,1,30,33.99961,-116.0186,105835399,"['Rock 2', 'Short Cake Rocks', 'Belle Campground', 'Belle Campground Area', 'Joshua Tree National Park', 'California']",6,S,
Fifteen Minute Gap,https://www.mountainproject.com/route/105828905/fifteen-minute-gap,1.4,Trad,5.6,1,60,34.0115,-116.14631,105828905,"['Watergate Rock', 'Watergate Rock Area', 'Comic Book Area', 'Joshua Tree National Park', 'California']",6,S,
Bookman Pitman,https://www.mountainproject.com/route/106341164/bookman-pitman,2.0,Trad,5.6 PG13,1,115,34.04347,-116.14372,106341164,"[""Fat Freddie's Cat"", 'East Wonderland Valley', 'Wonderland Valley', 'Wonderland South', 'Wonderland of Rocks', 'Joshua Tree National Park', 'California']",6,PG13,
BDE (aka don't fuck this up),https://www.mountainproject.com/route/118222432/bde-aka-dont-fuck-this-up,2.0,Sport,5.6,1,60,33.98662,-116.0115,118222432,"['The Back Rocks', 'White Tank Campground', 'Joshua Tree National Park', 'California']",6,S,
