Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Mother of All Poodles","Grain Central Station > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111128258/mother-of-all-poodles,0.5,-1,Trad,5.8,1,30,34.09935,-116.16321
"Gang Grain","Grain Central Station > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/118338498/gang-grain,1.0,-1,Trad,5.8,1,40,34.09935,-116.16321
"Phantom Tollbooth","Grain Central Station > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111128285/phantom-tollbooth,2.0,-1,Trad,5.10a,1,50,34.09935,-116.16321
"Youth Run Wild","Valle De Duck > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105889349/youth-run-wild,-1.0,-1,Trad,5.8,1,,34.097,-116.1592
"Gaston's Groove","Valle De Duck > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105947629/gastons-groove,2.0,-1,Trad,5.11a,1,50,34.097,-116.1592
"Chase Lounge","Valle De Duck > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107252853/chase-lounge,-1.0,-1,Trad,5.11b,1,40,34.097,-116.1592
Portal,"Camp Wall > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724735/portal,2.4,-1,Trad,5.9,1,70,34.097,-116.1592
IASFRAYASMF,"Camp Wall > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105900684/iasfrayasmf,0.0,-1,Sport,"5.10+ X",1,50,34.097,-116.1592
"Illustrated Man","Illustrated Man Wall > Group Campsite  8 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116773082/illustrated-man,3.0,-1,Sport,5.10a,1,90,34.09524,-116.16419
Fubar,"Big Top > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106771047/fubar,1.0,-1,Trad,5.7,1,60,34.10248,-116.16901
"Lion Tamer","Big Top > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105872896/lion-tamer,1.9,-1,Trad,"5.8 PG13",1,60,34.10248,-116.16901
"Sawdust and Peanut Shells","Big Top > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105872903/sawdust-and-peanut-shells,2.5,-1,Trad,5.10a,1,70,34.10248,-116.16901
"3 Ring Circus","Big Top > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106355217/3-ring-circus,1.8,-1,Trad,5.10-,1,60,34.10248,-116.16901
"Gypsy Fortune","Big Top > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107074936/gypsy-fortune,2.0,-1,TR,5.10b,1,25,34.10248,-116.16901
"Under the Big Top","Big Top > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106355231/under-the-big-top,1.0,-1,Sport,5.11a,1,35,34.10248,-116.16901
"Reagan Did A Good Job","The Wall of Absurdities > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105883529/reagan-did-a-good-job,1.0,-1,Trad,"5.8 X",1,,34.09639,-116.1649
"Kwidgi-Bo on the Loose","The Wall of Absurdities > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105886733/kwidgi-bo-on-the-loose,1.0,-1,TR,5.9,1,,34.09639,-116.1649
"Youth groups need to climb too","Empire Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107468335/youth-groups-need-to-climb-too,1.0,-1,Trad,5.8,1,40,34.09706,-116.15676
"Jelly on Springs","Empire Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106670588/jelly-on-springs,2.3,-1,Sport,5.8,1,50,34.09706,-116.15676
"Space Aids","Empire Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111924046/space-aids,1.8,-1,Sport,5.9,1,50,34.09706,-116.15676
Greystoke,"Africa Face > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105953248/greystoke,1.3,-1,Trad,"5.8 R",1,,34.09639,-116.1649
Simba,"Africa Face > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105953245/simba,1.0,-1,Trad,"5.10d PG13",1,,34.09639,-116.1649
"Weird Wall Right","Weird Wall > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106808015/weird-wall-right,2.0,-1,Trad,5.8,1,70,34.09639,-116.1649
"Two n00bs","Two n00bs Rock > Group Campsite 11 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105968385/two-n00bs,0.8,-1,TR,5.7,1,35,34.09639,-116.1649
"Jaime's Big Show","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105947193/jaimes-big-show,1.2,-1,Trad,"5.7 PG13",1,40,34.09627,-116.15662
"Unknown Buttonhead/rivet hanger route","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111083198/unknown-buttonheadrivet-hanger-route,1.4,-1,Sport,5.7,1,40,34.09627,-116.15662
"Wine in a Box","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111414932/wine-in-a-box,1.0,-1,Trad,"5.8 X",1,30,34.09627,-116.15662
"Mingo's Route","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107265446/mingos-route,-1.0,-1,Trad,5.8,1,40,34.09627,-116.15662
"Easter Egg Hunt (aka Jaime Maneuver)","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106704594/easter-egg-hunt-aka-jaime-maneuver,1.8,-1,Sport,5.8,1,45,34.09627,-116.15662
"Preggers Can't Be Boozers","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107487726/preggers-cant-be-boozers,1.0,-1,Trad,5.8,1,25,34.09627,-116.15662
"Easter Overflow","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105884241/easter-overflow,1.9,-1,Sport,5.8+,1,50,34.09627,-116.15662
"Bivvy Kitten","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106047061/bivvy-kitten,1.4,-1,Sport,5.9,1,70,34.09627,-116.15662
"Stud Muffin","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105947203/stud-muffin,1.3,-1,Sport,5.10a,1,40,34.09627,-116.15662
"Square Headache","Jaime's Rock > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111414971/square-headache,1.0,-1,Trad,5.10-,1,30,34.09627,-116.15662
"Book of Durian","Group Camp  1 Wall > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/112351162/book-of-durian,2.0,-1,Trad,"5.7+ PG13",1,50,34.09685,-116.15698
"Group Grope","Group Camp  1 Wall > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107265460/group-grope,-1.0,-1,Trad,"5.8 PG13",1,70,34.09685,-116.15698
"Bug On a Wall","Group Camp  1 Wall > Group Campsite  1 > Group Campsites Road > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107265424/bug-on-a-wall,-1.0,-1,Trad,"5.9 PG13",1,50,34.09685,-116.15698
Babylonia,"Ancient Kingdom > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/115962608/babylonia,1.0,-1,Trad,5.7,1,100,34.088,-116.1535
Carmania,"Ancient Kingdom > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723862/carmania,2.2,-1,Trad,5.8,1,80,34.088,-116.1535
"Spanish Bayonet","Ancient Kingdom > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723943/spanish-bayonet,2.8,-1,Trad,5.9,1,70,34.088,-116.1535
"I Pee in Pools","Ancient Kingdom > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106787094/i-pee-in-pools,1.0,-1,Trad,5.10,2,80,34.088,-116.1535
"Duel in the Sun","Ancient Kingdom > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/114506690/duel-in-the-sun,1.5,-1,Sport,5.10,1,60,34.088,-116.1535
"Dirty Pinch","Split Boulder > Canyon Entrance Routes > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106807966/dirty-pinch,1.0,-1,Trad,5.11a,1,40,34.088,-116.1535
Euhedral,"Euhedral Slab > Canyon Entrance Routes > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106614188/euhedral,-1.0,-1,Trad,5.7,1,165,34.088,-116.1535
"The Rand","RC Rock > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107136020/the-rand,2.0,-1,Trad,"5.10a R",1,60,34.088,-116.1535
"Gold Strike","RC Rock > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107136040/gold-strike,2.5,-1,Sport,5.11b,1,65,34.088,-116.1535
"Reallly Good","RC Rock > Johnson Canyon > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107136028/reallly-good,2.8,-1,Sport,5.11c,1,70,34.088,-116.1535
"Driving Limitations","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721699/driving-limitations,1.6,-1,Trad,5.8-,1,60,34.0935,-116.1561
"We Dive At Dawn","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721696/we-dive-at-dawn,2.1,-1,Trad,5.8,1,60,34.0935,-116.1561
"The Reverend","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721702/the-reverend,2.1,-1,Trad,5.8,1,70,34.0935,-116.1561
Bilbo,"Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723712/bilbo,1.6,-1,Trad,5.9,1,60,34.0935,-116.1561
"Sheet Bends","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721942/sheet-bends,2.1,-1,Trad,5.9,1,50,34.0935,-116.1561
"Slip Silly (aka Forgotten Crack)","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724954/slip-silly-aka-forgotten-crack,1.0,-1,Trad,"5.10a R",1,50,34.0935,-116.1561
"Red Beckey (aka The Rabbi)","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721705/red-beckey-aka-the-rabbi,2.2,-1,Trad,5.10a,1,70,34.0935,-116.1561
Blow,"Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106019996/blow,2.4,-1,Trad,5.10a,1,,34.0935,-116.1561
"Gait of Power","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721948/gait-of-power,1.4,-1,Trad,5.10a/b,1,60,34.0935,-116.1561
"Ceramic Bus","Billboard Buttress > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/118310720/ceramic-bus,2.0,-1,Trad,"5.11c R",1,40,34.0935,-116.1561
"Tom's Solo","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724975/toms-solo,1.0,-1,Trad,5.7,1,30,34.09453,-116.15627
"If only Rae had thumbs","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/117078433/if-only-rae-had-thumbs,2.3,-1,TR,"5.7 X",1,50,34.09453,-116.15627
"Scream Chuck","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105979837/scream-chuck,1.0,-1,Trad,"5.7 R",1,,34.09453,-116.15627
"Vaino's Lost in Pot","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105857218/vainos-lost-in-pot,2.1,-1,Trad,"5.7 X",1,50,34.09453,-116.15627
"Rhythm of the Heat","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722173/rhythm-of-the-heat,2.3,-1,Trad,"5.8 R",1,40,34.09453,-116.15627
"Silent Scream (aka Shock the Monkey)","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721681/silent-scream-aka-shock-the-monkey,2.7,-1,Trad,5.10a,1,60,34.09453,-116.15627
"Srepopers Roid","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105916286/srepopers-roid,1.8,-1,TR,5.10b,1,45,34.09453,-116.15627
"Silent but Deadly","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721684/silent-but-deadly,2.2,-1,Trad,5.11a,1,60,34.09453,-116.15627
"Lascivious Conduct","Pixie Rock > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721843/lascivious-conduct,2.5,-1,Trad,5.11c,1,50,34.09453,-116.15627
Bombay,"Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723739/bombay,1.9,-1,Trad,5.8,1,40,34.09258,-116.15368
Calcutta,"Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723742/calcutta,1.9,-1,Trad,5.8,1,40,34.09258,-116.15368
"Pfundt's Folly","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725023/pfundts-folly,1.4,-1,Trad,5.8,1,40,34.09258,-116.15368
"Fluff Boy","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725347/fluff-boy,1.7,-1,Trad,5.8,1,50,34.09258,-116.15368
Lateralus,"Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723034/lateralus,2.3,-1,Trad,5.9,1,190,34.09258,-116.15368
"Step 'n Out","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725014/step-n-out,2.2,-1,Trad,5.10a,1,70,34.09258,-116.15368
"Double Trouble","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105723736/double-trouble,2.3,-1,TR,5.10a,1,60,34.09258,-116.15368
"Riff Raff Roof","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725020/riff-raff-roof,1.9,-1,Trad,5.10a,1,40,34.09258,-116.15368
"Right V Crack","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721753/right-v-crack,3.0,-1,Trad,5.10b,1,40,34.09258,-116.15368
"Belay Girl","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721855/belay-girl,1.7,-1,Sport,5.10c,1,50,34.09258,-116.15368
"Left Arete","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345582/left-arete,1.5,-1,TR,5.10+,1,60,34.09258,-116.15368
"Left V Crack","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721756/left-v-crack,2.2,-1,Trad,"5.11b R",1,40,34.09258,-116.15368
"Face to Face","Short Wall - Left Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106102195/face-to-face,1.5,-1,TR,5.11c,1,40,34.09258,-116.15368
"Out of Step","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725830/out-of-step,1.3,-1,Trad,"5.7 R",1,40,34.09258,-116.15315
"Tight Shoes","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721765/tight-shoes,1.6,-1,Trad,"5.8- R",1,30,34.09258,-116.15315
"Steady Breeze","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105970978/steady-breeze,1.9,-1,Trad,"5.8 R",1,30,34.09258,-116.15315
"Up to Heaven","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105970984/up-to-heaven,2.0,-1,Trad,"5.8 R",1,30,34.09258,-116.15315
"Big Step","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725512/big-step,1.2,-1,Trad,"5.8 R",1,30,34.09258,-116.15315
"Right N Up","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725833/right-n-up,1.7,-1,Trad,"5.8 R",1,35,34.09258,-116.15315
"Morning Warm-Up","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721780/morning-warm-up,2.1,-1,Trad,"5.9 R",1,35,34.09258,-116.15315
"Afternoon Shakedown","Short Wall - Right Side > Short Wall > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105872919/afternoon-shakedown,2.0,-1,Trad,"5.11a R",1,30,34.09258,-116.15315
A.A.,"Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106078997/aa,1.6,-1,Trad,5.7,1,30,34.0962,-116.1578
N.A.,"Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111128091/na,1.0,-1,Trad,5.7,1,30,34.0962,-116.1578
"Have a Beer with Fear","Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/111128214/have-a-beer-with-fear,1.0,-1,Trad,5.7,1,30,34.0962,-116.1578
"Gin Fizz","Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105963198/gin-fizz,1.4,-1,Trad,"5.7 R",1,30,34.0962,-116.1578
"Scotch with a Twist","Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105962266/scotch-with-a-twist,1.4,-1,Trad,"5.8 R",1,30,34.0962,-116.1578
"The Haberdashery","Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106148915/the-haberdashery,1.6,-1,Trad,5.8,1,40,34.0962,-116.1578
"Pugs in the Tub","Circle Crag > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/113937466/pugs-in-the-tub,2.0,-1,Sport,5.11-,1,45,34.0962,-116.1578
"Disappearing Belayer","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106997838/disappearing-belayer,1.5,-1,Trad,5.7,1,40,34.0963,-116.1522
"Flies on the Wound","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722236/flies-on-the-wound,2.1,-1,Trad,5.7,1,40,34.0963,-116.1522
Bouncer,"Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724972/bouncer,1.6,-1,Trad,5.8,1,40,34.0963,-116.1522
DOA,"Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724990/doa,1.2,-1,Trad,"5.8 X",1,40,34.0963,-116.1522
"3rd Class It","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106997844/3rd-class-it,1.0,-1,Trad,5.8,1,35,34.0963,-116.1522
"Morituri Te Salutamus","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107127032/morituri-te-salutamus,1.0,-1,Trad,5.9,1,60,34.0963,-116.1522
"A Last Cigarette Senor?","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107103078/a-last-cigarette-senor,1.0,-1,Trad,5.9+,1,50,34.0963,-116.1522
"Be Wary of Your Physician's Assistant","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106985195/be-wary-of-your-physicians-assistant,1.8,-1,TR,5.10b,1,40,34.0963,-116.1522
"'Til Death Do Us Fart","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107127045/til-death-do-us-fart,1.8,-1,Trad,5.10d,1,60,34.0963,-116.1522
"Fly in the Ointment","Morbid Mound > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107498058/fly-in-the-ointment,1.0,-1,TR,5.11a,1,30,34.0963,-116.1522
Omega,"Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107116551/omega,0.0,-1,Trad,5.7,1,100,34.09567,-116.15851
"Bright Eyed And Bushy Tailed","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116374334/bright-eyed-and-bushy-tailed,2.0,-1,Trad,5.7,1,70,34.09567,-116.15851
"Fat Man's Misery","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116211822/fat-mans-misery,1.0,-1,Trad,5.7,1,80,34.09567,-116.15851
"Nickel Slots","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107124612/nickel-slots,3.0,-1,Trad,"5.7 R",1,80,34.09567,-116.15851
"Little Brown Eye","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105977790/little-brown-eye,1.5,-1,Trad,5.8,1,,34.09567,-116.15851
"Midweek Crisis","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116216021/midweek-crisis,1.0,-1,Trad,5.8,1,40,34.09567,-116.15851
"Campfire Girl (Half Route)","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721978/campfire-girl-half-route,2.9,-1,Trad,5.8+,1,50,34.09567,-116.15851
"Boot Failure","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116216045/boot-failure,1.0,-1,Trad,5.9,1,40,34.09567,-116.15851
"I Had a Dream","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116215987/i-had-a-dream,1.0,-1,Trad,5.10b,1,90,34.09567,-116.15851
"Prejudicial Viewpoint","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105932826/prejudicial-viewpoint,2.0,-1,Trad,5.11a,1,60,34.09567,-116.15851
Bonfire,"Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721975/bonfire,3.3,-1,Sport,5.11b,1,90,34.09567,-116.15851
Presupposition,"Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105932820/presupposition,3.5,-1,Trad,"5.11c PG13",1,65,34.09567,-116.15851
"Campfire Girl (Full Route)","Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/116218091/campfire-girl-full-route,3.0,-1,Trad,5.11d,1,70,34.09567,-116.15851
Datura,"Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106038094/datura,2.0,-1,Trad,"5.12a/b R",1,,34.09567,-116.15851
Inferno,"Campfire Crag - North Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724642/inferno,2.0,-1,Sport,5.12c,1,70,34.09567,-116.15851
"Impatience  (aka  A Diamond, A Pony, and a Ferrari )","Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106786060/impatience-aka-a-diamond-a-pony-and-a-ferrari,1.5,-1,Trad,5.7,1,50,34.09514,-116.1586
Lunch,"Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724978/lunch,1.2,-1,Trad,"5.7 R",1,190,34.09514,-116.1586
"I Love my Marine","Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106627424/i-love-my-marine,2.3,-1,Sport,5.7,1,90,34.09514,-116.1586
"Feminine Itch","Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106075758/feminine-itch,2.1,-1,Sport,5.7,1,70,34.09514,-116.1586
"McAloo Tikki","Campfire Crag - South Face > Campfire Crag Area > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/107382280/mcaloo-tikki,1.3,-1,TR,5.8,1,60,34.09514,-116.1586
